ProductName,Summary
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very bad experience this cooler not god and price high
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",while the fan and motor quality is good the problem with this cooler is its body the plastic is not very strong and the vent in front is problematic as the horizontal plastic pieces do not remain at their place leading to less air flow it is a big let down and request crompton to replace the plastic mesh in future rest of the body is also quite shaky
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",iron body cooler are better
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very bed cooler its sound too much
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",fine product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",cooling is awesome and colour quality and everything is very good worth of each penny loved it
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",searched many cooler and after reading many reviews i selected that cooler and realy its good cooling is realy good in ventilated area if you sleep in front of cooler you feel temperature around 1822 degree c but i found front louvers are not settled properly
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",it is very good cooler and cooling capacity is very good less noise and it is very good product at that price
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",perfect go ahead
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",cooling not proper
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",auto water filleup not theretoo much sounddifficult to cleancross ventiliter required for cooling
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",mony is wasted not ear
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",one of the best desert cooler my honest opinion that if you will give proper ventilation in front of the cooler you will get very cool air through like ac in this price segment this is superb you can go for it without any hesitationi will give 9 out of 10 for north and west indian summer days
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",ok good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very nice cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",cooling experience is nice
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",i liked the modelquality of the bodyits slim bodydoesnot occupy much spacehoney comb mats simply superb
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product and good appearance
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",thats good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice looking
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",its ok
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",excellent cooler prefer to buy this product tq flipcart
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very nice
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice buyfeels like morning breeze
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",heavy noise front fins quality is worst road side cooler front fin quality is much better than this cooler not wort it
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very wonderful crompton cooler 6star
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",its good but needs ventilation
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best cooling in room
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very nice
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good quality product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",cooling is not good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice coolerits goodrecomonded
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",awesome product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very nice cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product very useful cooling is very good if available with remote control feature then it would have been really great as some other brands are providing remote facility in 10k budget but overall very good product for this kind of ongoing heat wave summer
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",it was awesome in this price range
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",water pump and swing is not working properly
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good to buy
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",powerful and sufficient for medium size room
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",worth of every single penny awesome products nice cooling
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good one
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very nice
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",awesome cooling
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best product and customer service best
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best hai but speed slow thodi
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",it is a good cooler at a affordable price
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",leakage problem
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",quality is best and cooling is also good but lower swing blades fall down automatic after some time
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just chill
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",superb
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",medium range cooling and air nice range product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",super
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",all is good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",thanks for flipkart to give us great productthis is very nice and give us cooling air and in this cooler many great features i like it very much
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",waste product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",satisfaction with the product in all aspects
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",super
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good desert air cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good cooler i liked it
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just one word awesome
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",value for money
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",awsm cooling happy with the product and services provided by flipkart
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",not provide proper cooling
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good product if you try to place cooler near open window it gives more cool airi liked it so much
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",everything is awesome but i am not satisfie with caster wheel which are not working well other than this cooler is awesome everything is fine
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice cooler
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",perfect cooler loved it best cooling
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",placed the air cooler in hall near balcony air cooler is good build and performs very wellpower cord length is smallhuge savings on electricitylittle noisefelt like require lot of maintenance if using hard water
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",cooler is best
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best cooler in this price value for money
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best cooler and best flipkart delevery thank you flipkart team best fast and flexicable service
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very pleasant cooling during summer days of dry places but power cord should be long
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",thank you flipcart for this amazing cooler in this price
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good fine airplastic bodysmall motor
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good experience
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good products
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",so far so good cant find such a good cooler at this price range in the market front water inlet is a good idea
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",its good cooling is fine some parts of the cooler is made of cheap plastic biggest disadvantage is the sound even at lowest speed sound is quite high
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good quality product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",amazing on this prize
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",after two week use its cooling capacity awesome but little noise almost good quality body material is high quality i love it
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",not good cooling
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good thank you
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",want to spend 10k for a fan then go for it i never expected this kind of trash bad customer support from crompton the reason is we ordered this cooler based on the positive reviews but its doesnt cool even a 1010 size room even though room have good ventilation only the size of the cooler is huge ozone 75litre but not the output we contacted flipkart customer care for many times they took complaint and technicians visited 2 times but still the issue is not yet solve
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",its cooling is very nice easily cool 2 room
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",overall good product
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",closed your eyes and buy this cooler you will never regret
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very nice super
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",excellent coolergo for it undoubtedly recommended
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",superb
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just like ac filling
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good one
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",why its motor speed slowed down after using 1week
